



💋松视CR(更新日期114.04.07),#genre#
彩虹E台,http://lc.aacalive.com:26789/i/ghjnvq5o/8c855daa/index.m3u8

彩虹K台,http://jaz9.my.to:2390/udp/224.1.4.175:11111
彩虹K台,http://ali.hlspull.yximgs.com/live/8e965f80be61b5bee081846aa9a0a7f1.flv

彩虹电影,p3p://173.208.176.178:31809/6253066c00049259f74b05224cf375e6
彩虹电影,http://ali.hlspull.yximgs.com/live/27f6f1e4159f92cc3813793adccb3bcb.flv
彩虹电影,http://suo.im/9sOLD
彩虹电影,http://ali.hlspull.yximgs.com/live/7e4848e68e3720703b7f5f23246a3b92.flv

彩虹频道,http://276868.cloud/57b7c041286055ef3facb09ea2849486/a342fa9e5e11747f731a4832e31e0e7d/ec5cb3771e4e2d2e1ff1c96838e0c64c/index.m3u8
彩虹频道,p3p://173.208.176.178:31809/63fd589300099ff426db7203798a21f9
彩虹频道,https://2.ddyunbo.com/20190914/vL0TDJOa/index.m3u8 


潘朵拉完美(小雲),http://18.svi-studio.com:80/live/478790710441/100371347442/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/652484888807/195449585962/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/091271435055/841916267544/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/378283219362/918313032809/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/824248886026/865501635027/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/176844830209/558261845324/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/917952932058/953281067271/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/346356153167/782875691212/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/875994180836/930699661147/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/426804892399/739490745427/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:8880/live/624372101145/418430465490/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/055613148424/758984796805/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/875355861316/575426927985/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:8880/live/624372101145/418430465490/3.m3u8
潘朵拉完美(小雲),http://18.svi-studio.com:80/live/656570054361/567275863459/3.m3u8



潘朵拉完美,http://107.167.16.226:8880/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/639649.m3u8
潘朵拉完美,p3p://173.208.176.178:31809/5fe4450c000c918b829fca233c845311
潘朵拉完美,http://suo.im/6TuSG
潘朵拉完美,http://276868.cloud/beec6a5b65accd0d5d126c4e464d26c1/a342fa9e5e11747f731a4832e31e0e7d/b74d1eed9ea3ca8d661091ffa5f1fd54/index.m3u8
潘朵拉完美,http://104.194.10.200:25461/live/271871095922/006886711863/3.m3u8?token=SRVZVERZGl8UCA4FVw9TAlQFBQRQWgAEDlIGDlYBAQcCAAIEDwMIAA4SGhZFTRdVVl1rWwYaXAMbE0FLBERmClYVCxcABhpJFERfWVMbXwAbEkRbBhpcEAYDAw5RFBVBV09FUEVfWQlpVFNCX1oAEg1eQV4OFERdWW5QXQxXVwcQDRMFFR0aDEVAFA5YTAlcGxJWWxZKB0ZSEw4aUwQOUxAbE1ZYRFYRREkUDhRsNhIbElFKFl0IQV5eWhpbFFRQRw8TGRVYSzpEVUVARFwEXVJCFghACEQeFVxVQD5VVg1cUlJBXl5WFhQKFA0PAFwSGxJZXQxREl1FbkRRBRQDQQAEAQUDE0U=
潘朵拉完美,http://lc.aacalive.com:26789/i/ghjnvq5o/8c855d75/index.m3u8
潘朵拉完美,http://ali.hlspull.yximgs.com/live/fcda996741e56c81434f4125e48e53c8.flv
潘朵拉完美,http://ali.hlspull.yximgs.com/live/12b539d878dbe9589ac1bd880b45ea72.flv
潘朵拉完美,http://276868.cloud/b2701e380a11e98984413a1aca87120a/a342fa9e5e11747f731a4832e31e0e7d/45b8831b294a1b4dbb21b91a8e5ad89a/index.m3u8



香蕉臺(小雲),http://18.svi-studio.com:80/live/478790710441/100371347442/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/652484888807/195449585962/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/091271435055/841916267544/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/378283219362/918313032809/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/824248886026/865501635027/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/176844830209/558261845324/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/917952932058/953281067271/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/875994180836/930699661147/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/346356153167/782875691212/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/426804892399/739490745427/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:8880/live/624372101145/418430465490/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/055613148424/758984796805/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:80/live/875355861316/575426927985/4.m3u8
香蕉臺(小雲),http://18.svi-studio.com:8880/live/624372101145/418430465490/4.m3u8 
香蕉臺(小雲),http://18.svi-studio.com:80/live/656570054361/567275863459/4.m3u8


香蕉臺,https://2.ddyunbo.com/20190908/ETghLd5D/index.m3u8 
香蕉臺,http://125.227.210.55:8159/VideoInput/play.ts
香蕉臺,p3p://173.208.176.178:31809/60626a760005067e6f5bbecb5816771e
香蕉臺,http://276868.cloud/ecc014a79434755f42850add23f2cafb/a342fa9e5e11747f731a4832e31e0e7d/dd18c7572f6fa68799ed27685fafa1da/index.m3u8
香蕉臺,http://104.194.10.200:25461/live/271871095922/006886711863/4.m3u8?token=SRVZVERZGl8UCA4FVw9TAlQFBQRQWgAEDlIGDlYBAQcCAAIEDwMIAA4SGhZFTRdVVl1rWwYaXAMbE0FLBERmClYVCxcABhpJFERfWVMbXwAbEkRbBhpcEAYDAw5RFBVBV09FUEVfWQlpVFNCX1oAEg1eQV4OFERdWW5QXQxXVwcQDRMFFR0aDEVAFA5YTAlcGxJWWxZKB0ZSEw4aUwQOUxAbE1ZYRFYRREkUDhRsNhIbElFKFl0IQV5eWhpbFFRQRw8TGRVYSzpEVUVARFwEXVJCFghACEQeFVxVQD5VVg1cUlJBXl5WFhQKFA0PAFwSGxJZXQxREl1FbkRRBRQDQQAEAQUDE0U=
香蕉臺,http://s.mrw.so/94E7W
香蕉臺,http://lc.aacalive.com:26789/i/ghjnvq5o/8c85giea/index.m3u8
香蕉臺,http://ali.hlspull.yximgs.com/live/9663ea3c5f5a81b533de8c546c1329f5.flv
香蕉臺,http://ali.hlspull.yximgs.com/live/e00f9d2b895f1c412993d4089791fa2c.flv

驚艷臺(小雲),http://18.svi-studio.com:80/live/478790710441/100371347442/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/652484888807/195449585962/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/055613148424/758984796805/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/091271435055/841916267544/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/378283219362/918313032809/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/824248886026/865501635027/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/176844830209/558261845324/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:8880/live/908957700097/132663288386/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/346356153167/782875691212/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/875994180836/930699661147/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/426804892399/739490745427/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:80/live/875355861316/575426927985/1.m3u8
驚艷臺(小雲),http://18.svi-studio.com:8880/live/908957700097/132663288386/1.m3u8 
驚艷臺(小雲),http://18.svi-studio.com:80/live/656570054361/567275863459/1.m3u8


驚艷臺,p3p://173.208.176.178:31809/60626a1b00010e3e6f5a5a4f018e5ebe
驚艷臺,http://125.227.210.55:8156/VideoInput/play.ts
驚艷臺,http://104.194.10.200:25461/live/271871095922/006886711863/1.m3u8?token=SRVZVERZGl8UCA4FVw9TAlQFBQRQWgAEDlIGDlYBAQcCAAIEDwMIAA4SGhZFTRdVVl1rWwYaXAMbE0FLBERmClYVCxcABhpJFERfWVMbXwAbEkRbBhpcEAYDAw5RFBVBV09FUEVfWQlpVFNCX1oAEg1eQV4OFERdWW5QXQxXVwcQDRMFFR0aDEVAFA5YTAlcGxJWWxZKB0ZSEw4aUwQOUxAbE1ZYRFYRREkUDhRsNhIbElFKFl0IQV5eWhpbFFRQRw8TGRVYSzpEVUVARFwEXVJCFghACEQeFVxVQD5VVg1cUlJBXl5WFhQKFA0PAFwSGxJZXQxREl1FbkRRBRQDQQAEAQUDE0U=
驚艷臺,http://suo.im/8odLv
驚艷臺,http://ali.hlspull.yximgs.com/live/9663ea3c5f5a81b533de8c546c1329f5.flv
驚艷臺,http://ali.hlspull.yximgs.com/live/4629abfefeb84a6ae624143368299f09.flv

HAPPY,p3p://173.208.176.178:31809/616b79be000a35b17ab2f7b84c325eeb
HAPPY,http://jaz9.my.to:2390/udp/224.1.4.186:11111
HAPPY,http://ali.hlspull.yximgs.com/live/dd66a1fb532611a4942181a95f5931a1.flv


一本道,https://2.ddyunbo.com/20190904/ZnGN7sEl/index.m3u8 


高清LIVE,http://lc.aacalive.com:26789/i/ghjnvq5o/mdfdc123/index.m3u8
高清LIVE,http://lc.aacalive.com:26789/i/ghjnvq5o/asdm3134/index.m3u8


玩家频道,http://276868.cloud/29215331c8ac206fd4c2c27b1572324a/a342fa9e5e11747f731a4832e31e0e7d/a3f6b7e3e4f163b355c280020920de17/index.m3u8


极限电影台,https://2.ddyunbo.com/20190918/7mkn1AhN/index.m3u8 
极限电影台,http://jaz9.my.to:2390/udp/230.1.2.152:11111
极限电影台,p3p://173.208.176.178:31809/6109e9bb0005fd87fd9ce5ea2c1f18d3
极限电影台,https://epg.pw/stream/a4a9b7e7603d96e605468df45eb0d14be5b022328f927957290b981f8c7f7a6c.m3u8
极限电影台,http://ali.hlspull.yximgs.com/live/bcdf6089e51c0106e39c233ed584f95e.flv
极限电影台,http://ali.hlspull.yximgs.com/live/c4559a900cb808925162c053af606dd2.flv


💋cherry,#genre#
松視1臺,tvbus://8QVYgbvvCmRA3JyAKsv451Qth5jdbRJWzmejsxrKShFtmRmwdw#tvbus://7VvSfBAFW3d1GZHizWvkQfsrQzNz9cujGtccHwgxEEQhtd7aYM#tvbus://7Bft8oDmVXvpnBuUsbd49oboHFqMtqZ3VZMiS9mQ5FUcBYa7GG#tvbus://72ttM3vKb1oxdwEKnxgL3KTCbeEeP6stiyygYTNduvieM5JfXg#tvbus://6zpnzu3sy73nBzqJwALsg7eAj8zvD4zjeANs9McFCW5UZUstDv#tvbus://7KFjoSXqboBxnvAq3gr8yGtT2bV4UZTQEfnFmV5UNMAByEyy2b#tvbus://6We3nbhZgwMKHCZpzXM2BQChyaw9cQNFwWQBEfQUAJcAkeDTgq6zxQShiRELo
松視2臺,tvbus://7Fvko3o3z1zbb8r8EdRVft1FvBpGmsfJbvRY6f8DwF5veGQgoo#tvbus://7zDcYB6twwQVZi2E7eDH1Vs3izvHveD5MdZRDVB6NCkbUtRPPB#tvbus://7aa6tnS6acC5vDBbwAEQGSML1hueHKpr2Gp7D5XQMBY1U2ygTS#tvbus://8SnbhnzDXD8mGyQkMphxo4xGpC8Kp4uZtoLgiDijQU4xcUu2oi#tvbus://6uxnc9PU1jEvgGEbkjYsKgVPDgRCacVbTQtcRQrKPzNR5UAbRY#tvbus://7sJLmCdXZrXXfCkoFYuZ95vaZMSZQkFzSMpzGW8UdNCYfDvEUk#tvbus://5V4yiwguQWZdTVgDu7bsKmcsr7U7YNHy468Ne42kDtdp3kY3BJmRKxpSMRsYu
松視3臺,tvbus://8V6ax5wximJSbDbRyRkLJ9uKsbZBtHzKkkHyheRYsCDQn1NkyZ#tvbus://8XsbtMB89TVonaQMEQGmRfDjjYgSHKjGpRhCfJp2Zx85gma3se#tvbus://8GFSfbeh9R8nSXj2QeKGziq6bkdhp1cQiF4tzuiYhG64fScPPk#tvbus://7YZ2B4dPCvHZrBib9Ku2XAUzBXDGSYM3GMFj33mF26KeGDUgJw#tvbus://7AqfZxzZiivqNSbCdpX5KDaWkNT14igZQab1iRcdYgqqL8auEN#tvbus://7JhRTQfAbTGq4EiLw2UMyGov8KkW5dDLMNLAmxQtsRDPeW9zwB#tvbus://5bWfo1ynFo4tmhThbh1FQoq8Jra16aZfxfb3GLmkLHp1Asm85oM58femW7eAw
潘多拉玩美,tvbus://7d5w2TrSYS6Cwo4T35WoQem6j4uSXZCdLbf1gfHv2Katv9eb4s#tvbus://759nxecyVy3REKt6UGoCMrMkNdUZg3pjrkTrD4nVMdsNDCkBTT#tvbus://6y5cF8zjvpkcDgM7CdGyEpNjANx4jxyNnaxzbcu3gCxp3pWEM9#tvbus://8aQWUWTaW8A4Vugnasn1QJhAAZXz8Uy5X1DMpCenqypj8G4CKE#tvbus://7hssmowvCdsMSqdw7CxceFwzVhAhfjhSViJbLurnLHUhPgdtLp#tvbus://8eJ9uaq2mp8ixtrJqw1i9n9ytisRiWBU7iW5ZY7cKKu2gRwZiT#tvbus://5d2iaF7JJUWYMpbRBuvZMTGAGkcVYpUBUnFv3AADgVp65QA8gpiCe6A5a1htL
潘多拉粉紅,tvbus://7LPAET8LPKSb8B6PxhyNckv5XJd7bRKpyLRuKa4cXMQHUEshBj#tvbus://8bAfhBvMjS2TSZnAz1nQ1ScNyaVx7VRdpChqA43DciC35TvdDd#tvbus://8mDszDLpuZWe4FXjZ2hf6Mmqk8XPaBifQnQxS311eBmwGHi9Kh#tvbus://71WgrHdshUoAHySfkws3M7F2UmCNiV6nNvV6D2sWiHZe61WB4P#tvbus://7EGcfHRR971Ps4LVmR6u9AnLthm4jCjrTY7Wz2GYef8oqtCg8E#tvbus://8JjsawEKet8BRSza1hrwK63yCGifrhZsH1h7eweyVaa6ym1Cic#tvbus://5LwU9oBkAXyfSJC22UX2JjrwR3S14Yg45aQc473jshCnHTTm9A34qdBucAxGH
彩虹e臺,tvbus://886X3enkj3aVyfRZeCCPGh9tcy7RjYZX3YipwEEqW8B5N8HP9V#tvbus://7F2x4EsgCXvwYfqyfAvkMC8Qzqr5JtJLUsF6pCNhibib5NRCXz#tvbus://7phjBHmARawsNbdv829wnMhupdfzgt82TRboDXtTvNE9Lreizf#tvbus://6qvhoxy8fB1CgLS6RCBpLDpSr4vZGvtHCmVfi7nQc1MLpjeQqh#tvbus://7UfTUerdagvn1mPttMQntkhEC5VFcihPfioiN3x66A8FNgaZHt#tvbus://8LhcrP8k71gbNeBP3mj63yZmnkZPZPehFrntA2z2oYHP71ZocK#tvbus://5U9EF6CDqN51CZN5nM6pyNNGfsGxiQH1xG795PMpg5ktX8GC49j8SgJCbgc21
彩虹MOIVE,tvbus://8PRce5vS1sLBTQgucqGPq1p7o9hmgaiH6sa6Ui3FavQYkd79nG#tvbus://8kWjP8sTZmPRxrp1wB2XGzH7sU1vhtDhAeVDb4uQhWgQtkTZxY#tvbus://89wtQ69m98huFKKpyj6cVVJHrkUpvCCoKvoWnAD8BHSQ1eWXA9#tvbus://7Giq9PC7334Z5SgdwMHdqfY3FnDKgPyEhtEGu4pDuAd51pXmNf#tvbus://7z2fKnAvSQjsHhEWa5McyAxiUTAiU5GQtut3VaPF5q4enhs2Pe#tvbus://8NcFvipG7zE8Y6r4B3rMjowhCafQUfUR3eWCkErJ5i3yJpCgDu#tvbus://5UnVfpMTEDqPb4v4ooPzJPrzM6jQrqPq6wa7iSrzvrFFzcRsWn6KuWJEniXBL
HOT,tvbus://888v7qzrdgpEFVmqE3zdPLSVSkR3f4S99kmZts8psraWUriy5E#tvbus://8XF9CAYhEgtBaAq7egfgPFoXMTtiipDVoaZPCFZji7WBcAsv8H#tvbus://8h3QBLpXGK6RBkTSiaiiDFvfFwLZFsjsMDuDEXd7i5ZTddiiqF#tvbus://83rPBCgKg8NuMBzPDs3kPZb7zFS9yxjXJ8uYb2bpPXQ6bfPTA8#tvbus://7PUpYYhEXycXwbrV6bg2iWxePFjerV7e52p5jRGQSn3Ys1bip2#tvbus://8RG9hP2JMsf4sx5E3ZmGBUDQbtsAddYyUL9DsGETdivF7WMLdi#tvbus://6FCzqSCmRXm5vYrVJKEsanw2MNQe6GdGXDBxtUhCNfMT3pD4fVpTWfA2rYK4F
K頻道,tvbus://8GwyVVSjAdtbXuVsv5ogcKS1jEZA9FahAvgYoDs4nf45E5zdJ8#tvbus://7pH9MVdqRHtWFaou2nDmjQQD8Zy9cHUwD9VJZ1ht6JzDVYsYJ4#tvbus://8XKn7ChgpzvRC8K7XpR1ye4pkJntkZmLpRABNiPALWKQG3Q8Tx#tvbus://7d7YkH7yvJmns3XNwrhgGtY3bw7pNQyGfdWsYb5bJih2Jw1gTa#tvbus://8SuQcAuyEpa1jnnB1YW1cPUv8e7t1uyecEdxEGQbCFtdfef7eR#tvbus://8a7fp8Hw2cWuJREJf9DUpmmiQcR3m5wP97VmkDQpt7kL4r4btW#tvbus://6YwzzeFPEcMZ1XKEbdZYt6TTnSUqq5CbPFVc3aHsjKGqTqFpicZFneA2R56Ya
